IdGestion;DiasAtraso;MontoDeuda;Canal;ContactoEfectivo;PromesasCumplidas;NotaGestor;Pago30d
1474;53.0;81504.84;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;1
1475;226.0;84703.35;telefono;no;1;no atiende el telefono, el numero figura fuera de servicio;0
1476;56.0;47258.9;visita;si;2;toma nota de la gestion sin comprometer una fecha;0
1477;123.0;5051.49;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1478;15.0;23392.22;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;1
1479;190.0;21244.98;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
1480;101.0;21530.36;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
1481;195.0;13731.45;email;no;0;se envia detalle de la deuda por el canal habitual;0
1482;146.0;14862.64;whatsapp;si;2;se deja mensaje en el contestador con los datos de contacto;1
1483;58.0;20237.1;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
1484;190.0;32879.08;telefono;si;2;toma nota de la gestion sin comprometer una fecha;0
1485;162.0;76213.3;email;si;2;se envia detalle de la deuda por el canal habitual;0
1486;53.0;15785.84;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1487;96.0;51987.33;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1488;142.0;25421.95;telefono;si;0;atendio un tercero que dice no conocer al titular;0
1489;74.0;128896.56;email;si;1;se envia detalle de la deuda por el canal habitual;1
1490;182.0;11402.44;email;si;1;consulta el monto exacto para ponerse al dia esta semana;1
1491;104.0;133317.46;visita;si;3;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1492;79.0;83859.16;visita;no;0;se envia detalle de la deuda por el canal habitual;0
1493;36.0;28295.77;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1494;266.0;75289.87;telefono;no;2;toma nota de la gestion sin comprometer una fecha;0
1495;49.0;6485.79;email;no;0;se niega a pagar y menciona que iniciara un reclamo;0
1496;223.0;13235.4;email;no;5;se deja mensaje en el contestador con los datos de contacto;1
1497;92.0;18229.99;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
1498;30.0;9623.46;telefono;no;3;consulta el monto exacto para ponerse al dia esta semana;0
1499;247.0;33285.55;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
1500;54.0;24469.43;telefono;no;1;toma nota de la gestion sin comprometer una fecha;0
1501;109.0;36451.08;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
1502;136.0;21365.11;telefono;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1503;124.0;177297.4;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;0
1504;246.0;150932.34;email;si;1;atendio un tercero que dice no conocer al titular;0
1505;46.0;150935.58;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
1506;228.0;29564.94;visita;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1507;156.0;48903.68;visita;si;0;consulta el monto exacto para ponerse al dia esta semana;0
1508;229.0;61800.58;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1509;68.0;53911.8;email;si;0;se envia detalle de la deuda por el canal habitual;0
1510;46.0;15012.56;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;1
1511;222.0;53738.87;email;si;1;se envia detalle de la deuda por el canal habitual;0
1512;92.0;30176.61;email;no;2;atendio un tercero que dice no conocer al titular;0
1513;52.0;99098.85;email;no;0;toma nota de la gestion sin comprometer una fecha;0
1514;45.0;35741.03;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
1515;102.0;80644.22;whatsapp;si;1;atendio un tercero que dice no conocer al titular;1
1516;131.0;22233.22;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
1517;71.0;237701.42;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
1518;84.0;76661.75;whatsapp;si;2;se deja mensaje en el contestador con los datos de contacto;1
1519;144.0;77268.11;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
1520;232.0;51350.1;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
1521;180.0;27757.4;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
1522;81.0;21205.69;whatsapp;si;2;se envia detalle de la deuda por el canal habitual;0
1523;260.0;22985.37;whatsapp;si;2;se niega a pagar y menciona que iniciara un reclamo;0
1524;91.0;51343.28;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1525;122.0;93102.57;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;0
1526;57.0;9730.15;whatsapp;no;0;toma nota de la gestion sin comprometer una fecha;0
1527;127.0;9698.21;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
1528;153.0;275436.87;whatsapp;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1529;204.0;24437.43;visita;no;1;atiende y pide volver a llamar en horario de la tarde;0
1530;135.0;29080.04;email;si;1;se envia detalle de la deuda por el canal habitual;0
1531;37.0;22051.98;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
1532;209.0;25003.06;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
1533;93.0;118439.63;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
1534;162.0;166713.61;email;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1535;33.0;157896.58;visita;si;2;se niega a pagar y menciona que iniciara un reclamo;0
1536;125.0;59906.13;telefono;no;1;se envia detalle de la deuda por el canal habitual;0
1537;13.0;143767.17;whatsapp;si;3;se niega a pagar y menciona que iniciara un reclamo;1
1538;55.0;82646.4;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
1539;94.0;33689.99;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;0
1540;199.0;42603.6;visita;no;0;consulta el monto exacto para ponerse al dia esta semana;0
1541;102.0;32667.45;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
1542;145.0;75983.21;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
1543;150.0;65079.54;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1544;36.0;186479.31;email;si;0;consulta el monto exacto para ponerse al dia esta semana;0
1545;224.0;33831.21;visita;si;2;consulta el monto exacto para ponerse al dia esta semana;1
1546;296.0;19479.98;telefono;no;2;atendio un tercero que dice no conocer al titular;0
1547;295.0;14996.32;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1548;35.0;18059.35;telefono;si;3;atendio un tercero que dice no conocer al titular;1
1549;99.0;79364.34;visita;si;0;atendio un tercero que dice no conocer al titular;0
1550;185.0;24653.11;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
1551;180.0;174806.97;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1552;56.0;28724.8;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
1553;148.0;7426.29;whatsapp;si;3;se deja mensaje en el contestador con los datos de contacto;1
1554;25.0;36358.6;telefono;no;1;no atiende el telefono, el numero figura fuera de servicio;0
1555;77.0;76708.65;email;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
1556;107.0;71041.88;email;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1557;173.0;13699.22;visita;si;0;se envia detalle de la deuda por el canal habitual;0
1558;113.0;46052.82;email;si;5;se deja mensaje en el contestador con los datos de contacto;1
1559;77.0;10716.9;visita;si;2;atiende y pide volver a llamar en horario de la tarde;0
1560;126.0;9734.28;telefono;no;3;atendio un tercero que dice no conocer al titular;0
1561;133.0;19949.75;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
1562;54.0;32011.48;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1563;91.0;8080.89;email;no;2;atendio un tercero que dice no conocer al titular;0
1564;85.0;20869.02;email;si;0;toma nota de la gestion sin comprometer una fecha;0
1565;192.0;192039.4;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1566;122.0;103114.64;whatsapp;no;0;se envia detalle de la deuda por el canal habitual;0
1567;62.0;44623.02;email;si;0;se envia detalle de la deuda por el canal habitual;0
1568;151.0;11163.05;whatsapp;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1569;85.0;27909.84;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1570;78.0;34628.11;visita;si;0;se envia detalle de la deuda por el canal habitual;1
1571;141.0;32575.79;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1572;85.0;36573.8;email;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1573;120.0;55093.53;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1574;96.0;5262.22;visita;si;2;atiende y pide volver a llamar en horario de la tarde;1
1575;40.0;46440.05;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1576;74.0;46385.68;telefono;si;2;se deja mensaje en el contestador con los datos de contacto;1
1577;117.0;82627.71;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
1578;37.0;101104.3;telefono;no;0;atendio un tercero que dice no conocer al titular;0
1579;175.0;7553.58;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1580;79.0;156500.29;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
1581;342.0;16214.76;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
1582;140.0;9773.01;email;si;0;se envia detalle de la deuda por el canal habitual;1
1583;373.0;16511.5;visita;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1584;116.0;17499.76;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1585;95.0;26447.29;telefono;no;3;toma nota de la gestion sin comprometer una fecha;0
1586;16.0;80307.1;email;si;1;atendio un tercero que dice no conocer al titular;0
1587;140.0;12899.59;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
1588;184.0;18082.43;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1589;211.0;18878.01;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
1590;108.0;41903.2;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1591;101.0;12227.54;telefono;si;1;toma nota de la gestion sin comprometer una fecha;1
1592;301.0;34860.56;email;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1593;296.0;55632.85;visita;no;2;atendio un tercero que dice no conocer al titular;0
1594;84.0;15758.82;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
1595;94.0;5516.85;email;no;0;consulta el monto exacto para ponerse al dia esta semana;0
1596;23.0;177934.19;email;si;1;no atiende el telefono, el numero figura fuera de servicio;1
1597;28.0;18044.89;email;si;2;atendio un tercero que dice no conocer al titular;1
1598;113.0;78812.16;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1599;165.0;70609.65;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1600;44.0;83230.0;visita;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1601;136.0;9977.0;email;si;1;atiende y pide volver a llamar en horario de la tarde;0
1602;77.0;51582.57;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
1603;70.0;141145.92;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
1604;126.0;51140.03;telefono;si;1;se envia detalle de la deuda por el canal habitual;0
1605;41.0;32270.69;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
1606;94.0;11106.99;email;si;2;se envia detalle de la deuda por el canal habitual;1
1607;85.0;108184.69;telefono;si;2;se envia detalle de la deuda por el canal habitual;0
1608;22.0;42755.93;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1609;53.0;38841.31;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1610;69.0;76356.03;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1611;24.0;145788.22;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1612;108.0;21830.64;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1613;87.0;33137.91;telefono;si;2;se deja mensaje en el contestador con los datos de contacto;1
1614;79.0;8548.42;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;1
1615;141.0;18613.82;email;no;0;no atiende el telefono, el numero figura fuera de servicio;0
1616;75.0;19764.57;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1617;47.0;16065.11;email;si;1;se envia detalle de la deuda por el canal habitual;1
1618;100.0;22151.53;telefono;si;1;atendio un tercero que dice no conocer al titular;1
1619;188.0;46326.6;email;si;0;se envia detalle de la deuda por el canal habitual;0
1620;141.0;32157.69;telefono;si;2;se deja mensaje en el contestador con los datos de contacto;1
1621;50.0;12739.71;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;1
1622;45.0;27745.67;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
1623;45.0;40048.93;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1624;152.0;43478.14;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
1625;183.0;12852.94;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
1626;50.0;82207.62;visita;no;1;atendio un tercero que dice no conocer al titular;0
1627;85.0;66474.42;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
1628;72.0;33836.85;whatsapp;si;2;se envia detalle de la deuda por el canal habitual;1
1629;184.0;66219.78;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
1630;178.0;22301.1;email;no;1;toma nota de la gestion sin comprometer una fecha;0
1631;84.0;8291.81;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
1632;111.0;57459.87;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1633;65.0;113781.13;telefono;si;1;se envia detalle de la deuda por el canal habitual;1
1634;257.0;29176.68;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
1635;75.0;51642.16;email;si;2;atiende y pide volver a llamar en horario de la tarde;1
1636;96.0;191447.85;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1637;60.0;36817.91;telefono;no;1;atendio un tercero que dice no conocer al titular;0
1638;40.0;116920.46;email;si;0;se envia detalle de la deuda por el canal habitual;0
1639;141.0;6779.75;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1640;25.0;36244.72;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1641;157.0;44537.18;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
1642;126.0;29049.79;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1643;184.0;27041.43;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
1644;108.0;21042.89;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
1645;25.0;65416.41;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
1646;133.0;23948.54;email;si;1;consulta el monto exacto para ponerse al dia esta semana;1
1647;123.0;49357.03;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
1648;124.0;330952.7;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1649;313.0;19518.82;visita;si;1;se envia detalle de la deuda por el canal habitual;0
1650;23.0;47652.96;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
1651;104.0;56790.13;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1652;139.0;89542.59;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
1653;267.0;55509.1;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
1654;37.0;18469.18;email;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1655;107.0;50306.04;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
1656;89.0;136384.55;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1657;380.0;84592.07;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1658;108.0;17356.34;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
1659;76.0;77028.15;visita;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1660;99.0;7287.26;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
1661;133.0;43416.32;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;0
1662;93.0;29762.45;visita;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1663;48.0;8348.97;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
1664;102.0;44573.95;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
1665;163.0;47895.19;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1666;73.0;13655.88;visita;si;0;consulta el monto exacto para ponerse al dia esta semana;0
1667;106.0;37752.62;visita;si;1;consulta el monto exacto para ponerse al dia esta semana;0
1668;32.0;55716.17;visita;si;0;se deja mensaje en el contestador con los datos de contacto;0
1669;141.0;80371.89;email;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1670;47.0;19064.82;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1671;78.0;49423.33;email;si;0;no atiende el telefono, el numero figura fuera de servicio;0
1672;139.0;8859.35;email;no;0;toma nota de la gestion sin comprometer una fecha;0
1673;73.0;27861.13;telefono;si;3;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
1674;66.0;64429.22;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1675;45.0;30913.74;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1676;35.0;14300.69;email;no;1;toma nota de la gestion sin comprometer una fecha;1
1677;110.0;86299.76;email;si;1;consulta el monto exacto para ponerse al dia esta semana;0
1678;51.0;24462.67;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
1679;91.0;79786.5;email;no;0;atiende y pide volver a llamar en horario de la tarde;0
1680;12.0;18373.38;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;1
1681;23.0;148530.37;whatsapp;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
1682;100.0;21610.98;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
1683;247.0;31530.89;email;no;1;toma nota de la gestion sin comprometer una fecha;0
1684;203.0;40707.58;email;no;2;no atiende el telefono, el numero figura fuera de servicio;0
1685;190.0;31328.91;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
1686;75.0;41567.0;email;no;0;atendio un tercero que dice no conocer al titular;0
1687;123.0;35816.75;telefono;no;2;se envia detalle de la deuda por el canal habitual;0
1688;157.0;14621.32;email;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1689;182.0;14213.83;email;no;0;toma nota de la gestion sin comprometer una fecha;0
1690;112.0;24349.72;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
1691;119.0;59748.49;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;1
1692;18.0;12270.49;whatsapp;no;3;se deja mensaje en el contestador con los datos de contacto;1
1693;37.0;374211.69;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1694;409.0;17289.25;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
1695;186.0;36162.01;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1696;67.0;9083.53;email;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
1697;67.0;51109.65;telefono;si;0;toma nota de la gestion sin comprometer una fecha;1
1698;66.0;13749.24;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
1699;63.0;48810.57;telefono;si;2;se deja mensaje en el contestador con los datos de contacto;1
1700;38.0;30447.34;telefono;si;1;se envia detalle de la deuda por el canal habitual;1
1701;27.0;182227.99;visita;si;1;no atiende el telefono, el numero figura fuera de servicio;1
1702;76.0;20504.56;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1703;346.0;50609.85;email;no;0;se envia detalle de la deuda por el canal habitual;0
1704;68.0;21439.85;visita;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1705;177.0;14212.19;visita;no;2;se envia detalle de la deuda por el canal habitual;0
1706;8.0;45687.75;telefono;si;2;consulta el monto exacto para ponerse al dia esta semana;1
1707;30.0;18659.92;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1708;85.0;27075.88;email;si;2;se deja mensaje en el contestador con los datos de contacto;1
1709;191.0;14900.69;email;si;0;toma nota de la gestion sin comprometer una fecha;0
1710;296.0;26829.99;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1711;93.0;21310.58;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;0
1712;238.0;103513.79;whatsapp;si;2;se deja mensaje en el contestador con los datos de contacto;0
1713;83.0;17976.31;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1714;239.0;65389.87;email;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1715;135.0;94016.44;telefono;si;2;no atiende el telefono, el numero figura fuera de servicio;0
1716;62.0;21774.19;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1717;124.0;21396.1;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
1718;118.0;205047.52;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;0
1719;61.0;112874.25;whatsapp;si;1;se niega a pagar y menciona que iniciara un reclamo;0
1720;84.0;14088.42;telefono;si;1;atiende y pide volver a llamar en horario de la tarde;0
1721;132.0;29912.6;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1722;45.0;28848.22;email;si;1;se niega a pagar y menciona que iniciara un reclamo;0
1723;104.0;10195.33;visita;si;1;consulta el monto exacto para ponerse al dia esta semana;1
1724;132.0;35257.68;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
1725;223.0;116191.06;whatsapp;no;1;atiende y pide volver a llamar en horario de la tarde;0
1726;96.0;60086.19;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
1727;199.0;73968.53;email;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
1728;117.0;83893.63;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
1729;241.0;16071.19;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
1730;86.0;29394.14;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
1731;63.0;74900.17;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
1732;61.0;43319.88;telefono;si;4;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1733;106.0;57387.55;telefono;si;1;toma nota de la gestion sin comprometer una fecha;1
1734;220.0;174226.59;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
1735;110.0;18970.51;visita;no;1;se envia detalle de la deuda por el canal habitual;1
1736;67.0;200039.11;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;1
1737;75.0;5454.42;email;si;2;no atiende el telefono, el numero figura fuera de servicio;1
1738;91.0;27367.22;telefono;si;1;toma nota de la gestion sin comprometer una fecha;0
1739;138.0;35536.17;telefono;si;2;no atiende el telefono, el numero figura fuera de servicio;0
1740;122.0;12270.64;telefono;si;2;se envia detalle de la deuda por el canal habitual;1
1741;79.0;66611.11;email;si;0;se envia detalle de la deuda por el canal habitual;1
1742;94.0;46492.55;visita;si;2;atiende y pide volver a llamar en horario de la tarde;1
1743;46.0;38774.02;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;0
1744;60.0;35500.04;whatsapp;no;0;no atiende el telefono, el numero figura fuera de servicio;0
1745;36.0;42666.96;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
1746;82.0;152054.31;whatsapp;si;4;pide plan de pagos en tres cuotas y deja telefono alternativo;1
1747;242.0;141065.87;visita;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1748;55.0;76823.76;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
1749;96.0;78665.68;email;si;0;se niega a pagar y menciona que iniciara un reclamo;0
1750;286.0;65611.4;email;no;1;se envia detalle de la deuda por el canal habitual;0
1751;87.0;20532.82;whatsapp;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
1752;175.0;9917.69;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
1753;24.0;51760.23;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
1754;136.0;35401.71;email;si;1;toma nota de la gestion sin comprometer una fecha;0
1755;61.0;70652.09;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
1756;138.0;11061.23;telefono;si;4;no atiende el telefono, el numero figura fuera de servicio;1
1757;70.0;54964.75;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
1758;26.0;70398.04;telefono;no;0;no atiende el telefono, el numero figura fuera de servicio;0
1759;15.0;44236.37;visita;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1760;72.0;91582.9;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1761;142.0;31574.98;email;si;0;se deja mensaje en el contestador con los datos de contacto;1
1762;178.0;47011.41;email;no;0;no atiende el telefono, el numero figura fuera de servicio;0
1763;195.0;119370.8;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;0
1764;74.0;44824.21;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
1765;65.0;36307.13;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
1766;80.0;116841.53;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1767;58.0;34137.1;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1768;150.0;102350.14;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
1769;36.0;44764.72;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;1
1770;73.0;81128.14;telefono;no;1;se envia detalle de la deuda por el canal habitual;0
1771;28.0;37579.13;whatsapp;si;3;manifiesta intencion de regularizar apenas cobre el sueldo;1
1772;65.0;28172.35;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1773;106.0;49312.83;telefono;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1774;72.0;31743.16;whatsapp;no;2;no atiende el telefono, el numero figura fuera de servicio;0
1775;41.0;17072.48;telefono;no;1;se envia detalle de la deuda por el canal habitual;0
1776;218.0;25105.57;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
1777;42.0;14362.63;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;1
1778;88.0;15011.08;whatsapp;no;1;consulta el monto exacto para ponerse al dia esta semana;0
1779;69.0;44428.81;telefono;no;1;se niega a pagar y menciona que iniciara un reclamo;0
1780;82.0;96790.4;telefono;si;2;consulta el monto exacto para ponerse al dia esta semana;1
1781;166.0;8873.76;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
1782;104.0;39827.16;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
1783;198.0;142392.31;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;0
1784;112.0;69976.35;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;0
1785;26.0;28422.39;email;si;0;se envia detalle de la deuda por el canal habitual;1
1786;327.0;19850.87;whatsapp;no;0;se envia detalle de la deuda por el canal habitual;0
1787;141.0;11609.55;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
1788;35.0;29711.6;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
1789;120.0;48627.68;email;si;0;toma nota de la gestion sin comprometer una fecha;1
1790;178.0;68717.39;email;si;0;atiende y pide volver a llamar en horario de la tarde;0
